Symbol,Ticker,Date,Price,Score,Grade,Screen1,Screen2,MACD_H_Score,MACD_Line_Score,EMA_Score,KC_Score,FI_Score,Stoch_Score,Pattern_Score,All_Weekly,Weekly_MACD_H,Weekly_EMA_20,Weekly_EMA_50,Weekly_EMA_100,Daily_FI2,Daily_Stoch_K,Daily_RSI,Pattern,Entry,Stop,Target,CMP,Diff
COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION (XNAS:CTSH),CTSH,24/07/2025,76.73,7,B,4,3,0,2,2,1,1,1,0,No,-0.1802,77.65,77.3,76.75,-3368,36.2,30.8,None,77.66,75.04,81.59, $80.95 , $4.22 
"DOCUSIGN, INC. (XNAS:DOCU)",DOCU,24/07/2025,80.33,7,A,6,1,2,2,2,0,1,0,0,Yes,-0.5826,79.97,77.51,73.77,-5101,83.4,53.4,None,81.79,77.24,88.62, $69.39 , $-10.94 
"NETFLIX, INC. (XNAS:NFLX)",NFLX,23/07/2025,117.68,7,B,3,4,0,1,2,2,1,1,0,No,-0.5251,114.41,98.56,86.81,-3904873,2.5,31.3,None,123.36,117.13,132.71, $96.71 , $-20.97 
COSTCO WHOLESALE CORPORATION (XNAS:COST),COST,23/07/2025,941.19,7,B,3,4,0,1,2,2,1,1,0,No,-9.3105,977.02,940.35,889.95,-26939,8.7,26.4,None,958.66,934.13,995.45, $888.44 , $-52.75 
MONSTER BEVERAGE CORPORATION (XNAS:MNST),MNST,23/07/2025,59.19,7,B,3,4,0,1,2,2,1,1,0,No,-0.5719,59.55,56.75,55.68,-4032,17.8,24.9,None,59.82,58.3,62.1, $73.57 , $14.38 
"INTUITIVE SURGICAL, INC. (XNAS:ISRG)",ISRG,23/07/2025,501.95,7,B,3,4,0,1,2,2,1,1,0,No,-3.1735,524.61,507.94,477.69,-351209,18.3,22.2,None,520.35,495.73,557.28, $558.13 , $56.18 
EXELON CORPORATION (XNAS:EXC),EXC,23/07/2025,43.49,7,A,5,2,2,1,2,0,1,1,0,Yes,-0.3368,43.35,41.69,40.23,-25908,44.9,56.5,None,44.78,43.44,46.79, $43.76 , $0.27 
"VERISK ANALYTICS, INC. (XNAS:VRSK)",VRSK,23/07/2025,297.29,7,B,3,4,0,1,2,2,1,1,0,No,-1.8181,300.63,288.38,277.1,-9666,19.9,44.5,None,303.43,294.02,317.55, $216.03 , $-81.26 
COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION (XNAS:CTSH),CTSH,23/07/2025,77.19,7,A,6,1,2,2,2,0,0,1,0,Yes,-0.1509,77.69,77.32,76.76,7142,42.2,36.5,None,76.98,74.6,80.55, $80.95 , $3.76 
"NETFLIX, INC. (XNAS:NFLX)",NFLX,22/07/2025,119.01,7,B,3,4,0,1,2,2,1,1,0,No,-0.4402,114.54,98.62,86.84,-6856460,2.3,31.8,None,123.83,118.51,131.81, $96.71 , $-22.30 
COSTCO WHOLESALE CORPORATION (XNAS:COST),COST,22/07/2025,941.61,7,B,3,4,0,1,2,2,1,1,0,No,-9.2837,977.06,940.36,889.96,-71118,0.7,25.5,None,956.72,939.37,982.75, $888.44 , $-53.17 
"COPART, INC. (XNAS:CPRT)",CPRT,22/07/2025,46.39,7,B,4,3,2,2,0,2,0,1,0,No,-1.0769,52.02,53.76,53.46,10762,21.4,20.9,None,46.44,45.46,47.91, $38.44 , $-7.95 
"INTUITIVE SURGICAL, INC. (XNAS:ISRG)",ISRG,22/07/2025,511,7,B,3,4,0,1,2,2,1,1,0,No,-2.596,525.47,508.29,477.9,-84244,10.8,28.6,None,523.61,505.2,551.23, $558.13 , $47.13 
"VERISK ANALYTICS, INC. (XNAS:VRSK)",VRSK,22/07/2025,298.12,7,B,3,4,0,1,2,2,1,1,0,No,-1.7651,300.71,288.42,277.12,-17062,22.3,34,None,304.02,293.99,319.06, $216.03 , $-82.09 
"DOCUSIGN, INC. (XNAS:DOCU)",DOCU,22/07/2025,81.38,7,A,6,1,2,2,2,0,0,0,1,Yes,-0.5156,80.07,77.55,73.79,15372,96.8,60,Bullish Engulfing,80.93,76.43,87.68, $69.39 , $-11.99 
VERTEX PHARMACEUTICALS INCORPORATED (XNAS:VRTX),VRTX,21/07/2025,458.49,9,A,6,3,2,2,2,1,1,1,0,Yes,-0.0425,459.25,458.47,452.08,-20172,36.5,59,None,467.47,455.92,484.8, $437.01 , $-21.48 
COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION (XNAS:CTSH),CTSH,21/07/2025,75.42,8,B,4,4,0,2,2,2,1,1,0,No,-0.2638,77.52,77.25,76.72,-117,19.1,39.3,None,77.08,73.99,81.72, $80.95 , $5.53 
COSTCO WHOLESALE CORPORATION (XNAS:COST),COST,21/07/2025,947.56,7,B,3,4,0,1,2,2,1,1,0,No,-8.9039,977.63,940.6,890.1,-44957,1.9,26.1,None,961.22,944.71,985.99, $888.44 , $-59.12 
"PAYCHEX, INC. (XNAS:PAYX)",PAYX,21/07/2025,142.66,7,B,3,4,0,1,2,2,1,1,0,No,-1.6313,147.6,143.36,139.02,-1786,28.6,42.5,None,144.31,139.94,150.87, $112.74 , $-29.92 
"COPART, INC. (XNAS:CPRT)",CPRT,21/07/2025,46.03,7,B,4,3,2,2,0,2,0,1,0,No,-1.0999,51.98,53.75,53.45,362,11.8,23.8,None,46.72,45.43,48.66, $38.44 , $-7.59 
VERTEX PHARMACEUTICALS INCORPORATED (XNAS:VRTX),VRTX,18/07/2025,459.81,9,A,6,3,2,2,2,1,1,1,0,Yes,-0.3473,459.33,458.47,452.11,-39784,45.4,62.2,None,472.69,457.22,495.89, $437.01 , $-22.80 
COSTCO WHOLESALE CORPORATION (XNAS:COST),COST,18/07/2025,950.95,7,B,3,4,0,1,2,2,1,1,0,No,-7.7081,980.79,940.31,890.03,-49919,7,31,None,955.7,945.61,970.84, $888.44 , $-62.51 
"CHARTER COMMUNICATIONS, INC. (XNAS:CHTR)",CHTR,18/07/2025,382.08,7,B,3,4,0,1,2,2,1,1,0,No,-0.5335,384.65,368.03,361.48,-5603,9.3,39.8,None,388.12,377.22,404.47, $205.13 , $-176.95 
MONSTER BEVERAGE CORPORATION (XNAS:MNST),MNST,18/07/2025,59,7,B,3,4,0,1,2,2,1,1,0,No,-0.4435,59.58,56.65,55.61,-512,11.7,35,None,59.22,58.17,60.79, $73.57 , $14.57 
COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION (XNAS:CTSH),CTSH,18/07/2025,75.68,7,B,4,3,0,2,2,2,0,1,0,No,-0.1699,77.74,77.32,76.76,4599,22.5,41.6,None,75.67,73.81,78.46, $80.95 , $5.27 
COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION (XNAS:CTSH),CTSH,17/07/2025,75.56,8,B,4,4,0,2,2,2,0,1,1,No,-0.1775,77.73,77.32,76.76,7900,20.9,41.7,Hammer,75.13,73.81,77.11, $80.95 , $5.39 
COSTCO WHOLESALE CORPORATION (XNAS:COST),COST,17/07/2025,953.91,7,B,3,4,0,1,2,2,1,1,0,No,-7.5192,981.07,940.43,890.1,-61721,13,33.8,None,970.56,945.61,1007.98, $888.44 , $-65.47 
VERTEX PHARMACEUTICALS INCORPORATED (XNAS:VRTX),VRTX,17/07/2025,463.27,7,A,6,1,2,2,2,0,1,0,0,Yes,-0.1265,459.66,458.6,452.19,-55264,53,63.3,None,471.41,460.94,487.12, $437.01 , $-26.26 
ATLASSIAN CORPORATION (XNAS:TEAM),TEAM,17/07/2025,190.62,7,B,4,3,2,2,0,2,0,1,0,No,-2.3985,211.36,217.06,217.01,3429,14.8,44.3,None,191.21,184.71,200.96, $161.41 , $-29.21 
EXELON CORPORATION (XNAS:EXC),EXC,17/07/2025,42.95,7,A,5,2,2,1,2,1,0,1,0,Yes,-0.4095,43.29,41.6,40.17,490,33.7,56.6,None,43.08,42.39,44.11, $43.76 , $0.81 
"FORTINET, INC. (XNAS:FTNT)",FTNT,16/07/2025,103.44,8,A,5,3,2,1,2,1,1,1,0,Yes,-0.5413,100.68,93.04,85.57,-2384,47.1,49.6,None,105.55,98.77,115.72, $83.50 , $-19.94 
CINTAS CORPORATION (XNAS:CTAS),CTAS,16/07/2025,214.02,8,B,3,5,0,1,2,2,1,1,1,No,-0.4602,213.8,203.44,192.43,-100,19.1,41.3,Hammer,216.69,211,225.22, $183.15 , $-30.87 
EXELON CORPORATION (XNAS:EXC),EXC,16/07/2025,42.85,8,A,5,3,2,1,2,1,1,1,0,Yes,-0.4159,43.29,41.6,40.17,-4808,34.1,58.1,None,43.4,42.39,44.91, $43.76 , $0.91 
COSTCO WHOLESALE CORPORATION (XNAS:COST),COST,16/07/2025,951.37,7,B,3,4,0,1,2,2,1,1,0,No,-7.6813,980.83,940.33,890.04,-251278,2.7,30.5,None,981.23,952.6,1024.17, $888.44 , $-62.93 
"CHARTER COMMUNICATIONS, INC. (XNAS:CHTR)",CHTR,16/07/2025,379.62,7,B,3,4,0,1,2,2,1,1,0,No,-0.6905,384.41,367.93,361.42,-70681,3.7,40.2,None,399.92,379.65,430.33, $205.13 , $-174.49 
MONSTER BEVERAGE CORPORATION (XNAS:MNST),MNST,16/07/2025,58.65,7,B,3,4,0,1,2,2,1,1,0,No,-0.4658,59.55,56.64,55.6,-9469,5.9,30.2,None,59.63,58.17,61.82, $73.57 , $14.92 
ATLASSIAN CORPORATION (XNAS:TEAM),TEAM,16/07/2025,190.45,7,B,4,3,2,2,0,2,0,1,0,No,-2.4093,211.35,217.06,217.01,6737,14.3,44.3,None,193.93,184.71,207.76, $161.41 , $-29.04 
"PAYCHEX, INC. (XNAS:PAYX)",PAYX,16/07/2025,142.25,7,B,3,4,0,1,2,2,1,1,0,No,-1.609,148,143.34,139,-54,38.9,58.9,None,143.94,139.94,149.94, $112.74 , $-29.51 
"INTUITIVE SURGICAL, INC. (XNAS:ISRG)",ISRG,16/07/2025,512.64,7,B,3,4,0,1,2,2,1,1,0,No,-2.2641,526.43,507.95,477.78,-13278,14.5,44.2,None,521.8,505.2,546.7, $558.13 , $45.49 
"VERISK ANALYTICS, INC. (XNAS:VRSK)",VRSK,16/07/2025,301.48,7,B,3,4,0,1,2,1,1,1,1,No,-1.3241,300.94,288,276.88,-3594,22.4,47.3,Hammer,306.04,297.04,319.54, $216.03 , $-85.45 
COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION (XNAS:CTSH),CTSH,16/07/2025,74.83,7,B,4,3,0,2,2,2,0,1,0,No,-0.2241,77.66,77.29,76.74,638,11.4,41.1,None,75.86,73.81,78.94, $80.95 , $6.12 
"OKTA, INC. (XNAS:OKTA)",OKTA,16/07/2025,91.07,7,B,3,4,0,1,2,2,1,1,0,No,-2.9402,100.55,96.22,93.22,-5240,11.9,29.1,None,92.95,89.6,97.98, $87.79 , $-3.28 
"DOCUSIGN, INC. (XNAS:DOCU)",DOCU,16/07/2025,77.14,7,A,6,1,2,2,2,1,0,0,0,Yes,-1.054,79.72,77.31,73.65,10115,59.2,55.5,None,77.66,73.56,83.81, $69.39 , $-7.75 
"DOCUSIGN, INC. (XNAS:DOCU)",DOCU,15/07/2025,75.77,9,A,6,3,2,2,2,1,1,1,0,Yes,-1.1415,79.59,77.26,73.62,-149,38.2,50.4,None,76.77,73.13,82.23, $69.39 , $-6.38 
EXELON CORPORATION (XNAS:EXC),EXC,15/07/2025,42.95,8,A,5,3,2,1,2,1,1,1,0,Yes,-0.4095,43.29,41.6,40.17,-9603,39.6,48.2,None,43.84,42.65,45.63, $43.76 , $0.81 
COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION (XNAS:CTSH),CTSH,15/07/2025,74.31,8,B,4,4,0,2,2,2,1,1,0,No,-0.2573,77.61,77.27,76.73,-13484,0.3,36.6,None,75.97,74.14,78.72, $80.95 , $6.64 
COSTCO WHOLESALE CORPORATION (XNAS:COST),COST,15/07/2025,967.68,7,B,3,4,0,1,2,2,1,1,0,No,-6.6404,982.38,940.97,890.43,-91485,5,30.9,None,982.47,963.77,1010.52, $888.44 , $-79.24 
VERTEX PHARMACEUTICALS INCORPORATED (XNAS:VRTX),VRTX,15/07/2025,464.2,7,A,6,1,2,2,2,0,1,0,0,Yes,-0.0671,459.75,458.64,452.22,-55057,55.1,60,None,475.75,462.47,495.67, $437.01 , $-27.19 
"CHARTER COMMUNICATIONS, INC. (XNAS:CHTR)",CHTR,15/07/2025,383.33,7,B,3,4,0,1,2,2,1,1,0,No,-0.4537,384.77,368.08,361.51,-130957,0.6,39.9,None,400.55,382.33,427.88, $205.13 , $-178.20 
MONSTER BEVERAGE CORPORATION (XNAS:MNST),MNST,15/07/2025,58.94,7,B,3,4,0,1,2,2,1,1,0,No,-0.4473,59.58,56.65,55.61,-15116,10.6,27,None,60.12,58.18,63.03, $73.57 , $14.63 
"PAYCHEX, INC. (XNAS:PAYX)",PAYX,15/07/2025,140.68,7,B,3,4,0,1,2,2,1,1,0,No,-1.7092,147.85,143.28,138.96,-20662,32,34.4,None,144.64,140.36,151.06, $112.74 , $-27.94 
"INTUITIVE SURGICAL, INC. (XNAS:ISRG)",ISRG,15/07/2025,512.23,7,B,3,4,0,1,2,2,1,1,0,No,-2.2903,526.39,507.93,477.77,-52968,9.6,43.1,None,522.62,507.11,545.88, $558.13 , $45.90 
"AUTOMATIC DATA PROCESSING, INC. (XNAS:ADP)",ADP,15/07/2025,298.18,7,B,3,4,0,1,2,2,1,1,0,No,-2.0123,305.24,293.82,281.8,-29120,9.4,36.7,None,304.14,297.45,314.17, $258.23 , $-39.95 
CINTAS CORPORATION (XNAS:CTAS),CTAS,15/07/2025,213.24,7,B,3,4,0,1,2,2,1,1,0,No,-0.51,213.73,203.41,192.41,-9132,1.5,35,None,218.14,212.63,226.4, $183.15 , $-30.09 
KEURIG DR PEPPER INC. (XNAS:KDP),KDP,15/07/2025,32.74,7,B,3,4,0,1,2,2,1,1,0,No,-0.078,33.4,33.37,33.19,-30925,9.1,38.1,None,33.51,32.64,34.81, $29.06 , $-3.68 
"VERISK ANALYTICS, INC. (XNAS:VRSK)",VRSK,15/07/2025,300.14,7,B,3,4,0,1,2,2,1,1,0,No,-1.4096,300.81,287.95,276.85,-26507,5.6,40.9,None,306.76,298.77,318.75, $216.03 , $-84.11 
"OKTA, INC. (XNAS:OKTA)",OKTA,15/07/2025,91.1,7,B,3,4,0,1,2,2,1,1,0,No,-2.9383,100.55,96.22,93.22,-15060,3.8,28.6,None,92.62,90.54,95.74, $87.79 , $-3.31 
ATLASSIAN CORPORATION (XNAS:TEAM),TEAM,14/07/2025,191.61,8,B,4,4,2,2,0,2,1,1,0,No,-2.3353,211.46,217.1,217.04,-46829,17.4,49.2,None,201.69,185.16,226.49, $161.41 , $-30.20 
"COPART, INC. (XNAS:CPRT)",CPRT,14/07/2025,47.13,8,B,4,4,2,2,0,2,1,1,0,No,-1.0997,52.72,54.11,53.67,-17396,11.9,45.6,None,48.03,46.67,50.07, $38.44 , $-8.69 
COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION (XNAS:CTSH),CTSH,14/07/2025,75.39,8,B,4,4,0,2,2,2,1,1,0,No,-0.1884,77.72,77.31,76.75,-11493,7.6,44.5,None,76.59,74.73,79.38, $80.95 , $5.56 
"DOCUSIGN, INC. (XNAS:DOCU)",DOCU,14/07/2025,76.21,8,A,6,2,2,2,2,1,0,1,0,Yes,-1.1134,79.63,77.27,73.63,12702,44.9,55.8,None,75.98,73.13,80.26, $69.39 , $-6.82 
"FORTINET, INC. (XNAS:FTNT)",FTNT,14/07/2025,102.97,7,A,5,2,2,1,2,1,0,1,0,Yes,-0.5713,100.63,93.03,85.56,48230,42.4,49.7,None,100.72,98.5,104.05, $83.50 , $-19.47 
"OKTA, INC. (XNAS:OKTA)",OKTA,14/07/2025,91.97,7,B,3,4,0,1,2,2,1,1,0,No,-2.8828,100.63,96.26,93.24,-14039,12.7,29.9,None,94.7,90.54,100.94, $87.79 , $-4.18 
"COPART, INC. (XNAS:CPRT)",CPRT,11/07/2025,47.46,8,B,4,4,2,2,0,2,1,1,0,No,-1.168,53.31,54.39,53.85,-10351,5.1,46.2,None,48.38,47.26,50.06, $38.44 , $-9.02 
COSTCO WHOLESALE CORPORATION (XNAS:COST),COST,11/07/2025,970.33,7,B,3,4,0,1,2,2,1,1,0,No,-5.7273,983.93,939.88,889.89,-67600,11.5,44.6,None,988.99,963.77,1026.82, $888.44 , $-81.89 
"FORTINET, INC. (XNAS:FTNT)",FTNT,11/07/2025,99.06,7,B,3,4,0,1,2,2,1,1,0,No,-0.6462,100.39,92.62,85.32,-68938,4.5,48.5,None,108.2,101.65,118.03, $83.50 , $-15.56 
VERTEX PHARMACEUTICALS INCORPORATED (XNAS:VRTX),VRTX,11/07/2025,468.85,7,A,6,1,2,2,2,0,1,0,0,Yes,-0.9043,459.28,458.41,452.12,-51637,65.3,70.7,None,485.05,467.48,511.4, $437.01 , $-31.84 
MONSTER BEVERAGE CORPORATION (XNAS:MNST),MNST,11/07/2025,58.83,7,B,3,4,0,1,2,2,1,1,0,No,-0.2178,59.65,56.56,55.55,-19720,8.7,26.2,None,59.78,58.18,62.18, $73.57 , $14.74 
"PAYCHEX, INC. (XNAS:PAYX)",PAYX,11/07/2025,143.29,7,B,3,4,0,1,2,2,1,1,0,No,-1.3609,148.61,143.38,139.02,-15878,40.9,41.8,None,146.25,142.5,151.88, $112.74 , $-30.55 
"INTUITIVE SURGICAL, INC. (XNAS:ISRG)",ISRG,11/07/2025,512.06,7,B,3,4,0,1,2,2,1,1,0,No,-1.4097,527.88,507.76,477.77,-279074,18.7,51.6,None,529.08,507.11,562.04, $558.13 , $46.07 
"VERISK ANALYTICS, INC. (XNAS:VRSK)",VRSK,11/07/2025,300.51,7,B,3,4,0,1,2,2,1,1,0,No,-0.9307,300.88,287.45,276.56,-12969,8,44.2,None,304.55,298.77,313.22, $216.03 , $-84.48 
COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION (XNAS:CTSH),CTSH,11/07/2025,75.36,7,B,3,4,0,1,2,2,1,1,0,No,-0.0322,77.96,77.39,76.8,-35341,1.1,49.6,None,79.53,76.48,84.1, $80.95 , $5.59 
"OKTA, INC. (XNAS:OKTA)",OKTA,11/07/2025,91.56,7,B,3,4,0,1,2,2,1,1,0,No,-2.7017,101.54,96.43,93.34,-57231,1.7,26.9,None,99.03,93.79,106.89, $87.79 , $-3.77 
"DOCUSIGN, INC. (XNAS:DOCU)",DOCU,11/07/2025,73.55,7,B,3,4,0,1,2,2,1,1,0,No,-1.2617,79.99,77.32,73.65,-47563,4.1,45.7,None,79.34,75.5,85.1, $69.39 , $-4.16 
"DOCUSIGN, INC. (XNAS:DOCU)",DOCU,10/07/2025,76.36,8,A,5,3,2,1,2,1,1,1,0,Yes,-1.0824,80.26,77.43,73.72,-41169,44.5,53.5,None,79.88,76.21,85.38, $69.39 , $-6.97 
COSTCO WHOLESALE CORPORATION (XNAS:COST),COST,10/07/2025,970.17,7,B,3,4,0,1,2,2,1,1,0,No,-5.7375,983.92,939.87,889.89,-207787,3,47.6,None,989.38,967.13,1022.75, $888.44 , $-81.73 
"FORTINET, INC. (XNAS:FTNT)",FTNT,10/07/2025,100.2,7,B,3,4,0,1,2,2,1,1,0,No,-0.5734,100.49,92.66,85.35,-157065,15.7,48.8,None,108.88,102.16,118.96, $83.50 , $-16.70 
MONSTER BEVERAGE CORPORATION (XNAS:MNST),MNST,10/07/2025,59.17,7,B,3,4,0,1,2,2,1,1,0,No,-0.1961,59.68,56.57,55.55,-38420,4.6,26.9,None,61.73,59.42,65.19, $73.57 , $14.40 
ATLASSIAN CORPORATION (XNAS:TEAM),TEAM,10/07/2025,200.05,7,B,4,3,2,2,0,1,1,1,0,No,-1.6191,214.79,218.65,217.96,-282517,35.1,53,None,222.81,207.39,245.94, $161.41 , $-38.64 
"COPART, INC. (XNAS:CPRT)",CPRT,10/07/2025,47.99,7,B,4,3,2,2,0,2,0,1,0,No,-1.1341,53.36,54.41,53.86,929,26.1,50.9,None,48.85,47.26,51.24, $38.44 , $-9.55 
"OKTA, INC. (XNAS:OKTA)",OKTA,10/07/2025,94.41,7,B,3,4,0,1,2,2,1,1,0,No,-2.5198,101.82,96.54,93.41,-68197,3.6,34.2,None,99.98,94.85,107.68, $87.79 , $-6.62 
"COPART, INC. (XNAS:CPRT)",CPRT,09/07/2025,47.64,8,B,4,4,2,2,0,2,1,1,0,No,-1.1565,53.33,54.4,53.85,-30851,12.3,47,None,48.85,47.26,51.24, $38.44 , $-9.20 
MONSTER BEVERAGE CORPORATION (XNAS:MNST),MNST,09/07/2025,59.57,7,B,3,4,0,1,2,2,1,1,0,No,-0.1705,59.72,56.59,55.56,-89360,6.4,31.6,None,62.86,60.56,66.31, $73.57 , $14.00 
"COPART, INC. (XNAS:CPRT)",CPRT,08/07/2025,48.51,8,B,4,4,2,2,0,2,1,1,0,No,-1.101,53.41,54.44,53.87,-8571,46.6,51.1,None,49.49,48.11,51.56, $38.44 , $-10.07 
EXELON CORPORATION (XNAS:EXC),EXC,08/07/2025,43,8,A,5,3,2,1,2,1,1,1,0,Yes,-0.4555,43.28,41.52,40.12,-3030,43.9,53.9,None,43.27,42.41,44.56, $43.76 , $0.76 
VERTEX PHARMACEUTICALS INCORPORATED (XNAS:VRTX),VRTX,08/07/2025,466.36,7,A,6,1,2,2,2,0,0,0,1,Yes,-1.0632,459.05,458.32,452.06,40647,88.1,61.6,Bullish Engulfing,461.71,443.37,489.22, $437.01 , $-29.35 
MONSTER BEVERAGE CORPORATION (XNAS:MNST),MNST,08/07/2025,61.59,7,B,3,4,0,1,2,2,1,1,0,No,-0.0416,59.91,56.67,55.61,-17032,10.4,35.3,None,63.4,61.41,66.39, $73.57 , $11.98 
Xcel Energy Inc. (XNAS:XEL),XEL,08/07/2025,67.56,7,A,5,2,2,1,2,1,1,0,0,Yes,-0.5052,68.52,66.59,64.91,-2676,62,54.6,None,68.36,66.43,71.25, $75.72 , $8.16 
"VERISK ANALYTICS, INC. (XNAS:VRSK)",VRSK,08/07/2025,302.54,7,B,3,4,0,1,2,2,1,1,0,No,-0.8012,301.07,287.53,276.6,-22162,21.1,42.5,None,308.5,298.67,323.25, $216.03 , $-86.51 
"OKTA, INC. (XNAS:OKTA)",OKTA,08/07/2025,97.53,7,B,3,4,0,1,2,2,1,1,0,No,-2.3207,102.11,96.66,93.48,-2709,35,40.4,None,98.95,96.33,102.88, $87.79 , $-9.74 
"DOCUSIGN, INC. (XNAS:DOCU)",DOCU,08/07/2025,77.95,7,A,5,2,2,1,2,1,1,0,0,Yes,-0.9809,80.41,77.49,73.76,-153,77.5,59.3,None,79.28,76.06,84.11, $69.39 , $-8.56 
"COPART, INC. (XNAS:CPRT)",CPRT,07/07/2025,48.83,7,B,4,3,2,2,0,2,1,0,0,No,-1.0805,53.44,54.45,53.88,-7016,59.3,52.2,None,49.53,47.78,52.16, $38.44 , $-10.39 
Xcel Energy Inc. (XNAS:XEL),XEL,07/07/2025,67.88,7,A,5,2,2,1,2,1,1,0,0,Yes,-0.4848,68.55,66.61,64.92,-1951,70.4,51.5,None,68.5,66.74,71.14, $75.72 , $7.84 
"OKTA, INC. (XNAS:OKTA)",OKTA,07/07/2025,97.4,7,B,3,4,0,1,2,2,1,1,0,No,-2.329,102.1,96.66,93.48,-10514,32.8,49.6,None,99.87,96.33,105.18, $87.79 , $-9.61 
"DOCUSIGN, INC. (XNAS:DOCU)",DOCU,07/07/2025,77.64,7,A,5,2,2,1,2,1,1,0,0,Yes,-1.0007,80.38,77.48,73.75,-5793,72,63.3,None,79.29,76.06,84.14, $69.39 , $-8.25 
"FORTINET, INC. (XNAS:FTNT)",FTNT,02/07/2025,102.21,8,A,5,3,2,1,2,1,1,1,0,Yes,-0.579,100.2,92.22,85.09,-15463,49,50.5,None,105.96,100.71,113.83, $83.50 , $-18.71 
EXELON CORPORATION (XNAS:EXC),EXC,02/07/2025,42.92,8,A,5,3,2,1,2,1,1,1,0,Yes,-0.4937,43.29,41.46,40.08,-8983,39.6,50.4,None,44.09,42.72,46.15, $43.76 , $0.84 
Xcel Energy Inc. (XNAS:XEL),XEL,02/07/2025,67.56,7,A,5,2,2,1,2,1,1,0,0,Yes,-0.5546,68.56,66.53,64.87,-7853,60.7,46.6,None,69.07,66.74,72.56, $75.72 , $8.16 
"VERISK ANALYTICS, INC. (XNAS:VRSK)",VRSK,02/07/2025,301.21,7,B,3,4,0,1,2,2,1,1,0,No,-0.4166,300.65,286.81,276.18,-82251,1.2,37.3,None,315.11,305.17,330.02, $216.03 , $-85.18 
"OKTA, INC. (XNAS:OKTA)",OKTA,02/07/2025,98.14,7,B,3,4,0,1,2,2,1,1,0,No,-2.2678,102.5,96.59,93.43,-6350,45.5,39.6,None,99.99,95.29,107.04, $87.79 , $-10.35 
"DOCUSIGN, INC. (XNAS:DOCU)",DOCU,02/07/2025,77.15,7,A,5,2,2,1,2,1,1,0,0,Yes,-1.2435,80.49,77.4,73.7,-1661,77.7,53.7,None,78.25,74.82,83.4, $69.39 , $-7.76 
"FORTINET, INC. (XNAS:FTNT)",FTNT,01/07/2025,102.43,7,A,5,2,2,1,2,1,1,0,0,Yes,-0.565,100.22,92.23,85.09,-38360,52,52.1,None,106.07,100.71,114.11, $83.50 , $-18.93 
"OKTA, INC. (XNAS:OKTA)",OKTA,01/07/2025,98.55,7,B,3,4,0,1,2,2,1,1,0,No,-2.2417,102.54,96.61,93.44,-9052,45.3,39.9,None,100.7,95.89,107.92, $87.79 , $-10.76 
"DOCUSIGN, INC. (XNAS:DOCU)",DOCU,01/07/2025,77.36,7,A,5,2,2,1,2,1,1,0,0,Yes,-1.2301,80.51,77.41,73.71,-886,82.3,51.2,None,78.06,74.57,83.3, $69.39 , $-7.97 
VERTEX PHARMACEUTICALS INCORPORATED (XNAS:VRTX),VRTX,30/06/2025,445.2,7,B,4,3,2,2,0,1,0,1,1,No,-3.5246,456.9,457.42,451.56,13264,35.7,49.3,Bullish Engulfing,447.07,438.35,460.15, $437.01 , $-8.19 
VERTEX PHARMACEUTICALS INCORPORATED (XNAS:VRTX),VRTX,27/06/2025,441.3,9,A,6,3,2,2,2,1,1,1,0,Yes,-4.1291,458.13,457.92,451.92,-27047,19.1,43.3,None,446.63,438.69,458.54, $437.01 , $-4.29 
"PAYCHEX, INC. (XNAS:PAYX)",PAYX,27/06/2025,143.94,7,B,3,4,0,1,2,2,1,1,0,No,-0.77,149.38,143.24,138.93,-11925,31.4,27.4,None,141.43,136.61,148.66, $112.74 , $-31.20 
VERTEX PHARMACEUTICALS INCORPORATED (XNAS:VRTX),VRTX,26/06/2025,443.4,9,A,6,3,2,2,2,1,1,1,0,Yes,-3.9951,458.33,458,451.97,-23904,28,49.7,None,451.53,435.93,474.93, $437.01 , $-6.39 
COSTCO WHOLESALE CORPORATION (XNAS:COST),COST,26/06/2025,982.91,7,B,3,4,0,1,2,2,1,1,0,No,-3.8205,984.98,936.57,888.17,-75067,19.3,37.2,None,1005.98,977.02,1049.42, $888.44 , $-94.47 
"PEPSICO, INC. (XNAS:PEP)",PEP,26/06/2025,128.22,7,B,4,3,2,2,0,1,1,1,0,No,-0.3385,137.96,149.09,154.66,-24725,11.4,41.5,None,130.73,127.34,135.81, $144.64 , $16.42 
"PAYCHEX, INC. (XNAS:PAYX)",PAYX,26/06/2025,141.01,7,B,3,4,0,1,2,2,1,1,0,No,-0.957,149.1,143.12,138.86,-129352,17,21.9,None,146.15,139.22,156.55, $112.74 , $-28.27 
"OKTA, INC. (XNAS:OKTA)",OKTA,26/06/2025,98.13,7,B,3,4,0,1,2,2,1,1,0,No,-2.089,102.93,96.52,93.38,-2672,26.4,26.6,None,100.09,95.29,107.29, $87.79 , $-10.34 
